business_id,name,address,city,state,restaurant_rating,review_count,categories
marrqbEXmEgyY90Or2vqKw,"""Tim & Sue's No Frills""","""372 Pacific Ave""",Toronto,ON,3.0,20,Food;Grocery
X5_S7gY8LZdebxMzAGd9Kw,"""The Cake Boutique""","""358 Wilson Ave""",Toronto,ON,1.5,3,Bakeries;Food
nWMMI1z73AZOCRMSw1b5SA,"""Urraca Resto Lounge""","""19A Finch Avenue W""",Toronto,ON,3.0,10,Asian Fusion;Restaurants;Nightlife;Lounges;Bars;Korean
RjZP38S11LqnPcoMxHESug,"""Burro Burrito""","""388 Richmond Street W""",Toronto,ON,4.0,38,Restaurants;Mexican
LquC3-q4KBVle6HSE5cRjQ,"""LCBO""","""85 Hanna Avenue, Unit 103""",Toronto,ON,3.0,10,Beer;Wine & Spirits;Food
tFNNWKW_L8wM592nUy4M4Q,"""Crimson Teas""","""233 College Street""",Toronto,ON,5.0,11,Tea Rooms;Food
nA4jm1nIdSXZTKd5TYH79A,"""The Works Gourmet Burger Bistro""","""2245 Bloor Street W""",Toronto,ON,3.5,58,Burgers;Restaurants
8b4amK9y5miP6-UzfH5K0A,"""Conviction""","""609 King St W""",Toronto,ON,3.5,3,Restaurants
XBDe0pFAw1B32tpAQN5t2g,"""holts caf̩""","""50 Bloor Street West, Fl 2""",Toronto,ON,3.5,38,Cafes;Breakfast & Brunch;Restaurants
riZF4Vy3yBQSs-WPBhsLbQ,"""Gigabites""","""618 Bloor Street W""",Toronto,ON,2.5,3,Food;Shopping;Internet Cafes
nEmEaEtnkFO7VW25e2ZDsQ,"""Downtown Deli""","""4 Temperance Street""",Toronto,ON,3.5,9,Burgers;Restaurants;Delis
E1WG9lbypCMKlKhAjzWRsQ,"""520 BBQ House""","""3290 Midland Avenue, Unit 1""",Toronto,ON,3.5,6,Barbeque;Restaurants;Chinese
aA9U8Jxfx68A_rZeLlkTWQ,"""Famous Laffa""","""6283 Yonge Street""",Toronto,ON,3.5,19,Middle Eastern;Mediterranean;Restaurants;Kosher
LCb2moBNkcBto_32rmZJ5A,"""Echo Sushi""","""2036 Yonge Street""",Toronto,ON,4.0,147,Buffets;Japanese;Sushi Bars;Restaurants
CaJ-9PN-W9g6sjyFbB8Kdg,"""Golden""","""35 Golden Avenue, Suite 111""",Toronto,ON,4.5,9,Cafes;Restaurants
4xwJkSxXwNEL4pIh2Q4soA,"""Cheese Emporium""","""479 Danforth Avenue""",Toronto,ON,3.0,4,Food;Cheese Shops;Specialty Food
4kDLEb1OgE7IrO54lCkn3A,"""Cocina Economica""","""141 Berkeley Street""",Toronto,ON,4.0,117,Mexican;Restaurants;Latin American
SucJwTrxbA0ko8V0HddGzg,"""Thai Chef Cuisine""","""233 Roncesvalles Avenue""",Toronto,ON,3.5,31,Restaurants;Thai
q3qgybTVEwG2pKVyGOtOXA,"""Stix & Stones""","""401 King Street W""",Toronto,ON,3.0,3,Pubs;Nightlife;Bars
rhgD-j_jWwwqd94lvA-ZpA,"""M & B Yummy""","""1263 Queen St W""",Toronto,ON,4.0,26,Ethiopian;Vegetarian;Vegan;Restaurants
ajMgo23H5Qcn7Ma-xtiCqQ,"""High Park Spicy House""","""3020 Dundas St W""",Toronto,ON,3.0,14,Restaurants;Indian
eTY4spa1fbdrcXVXSg8tyw,"""M&M Meat Shops""","""340 Front Street W""",Toronto,ON,3.5,7,Grocery;Meat Shops;Specialty Food;Food
OIKp-6ObAd-yW-32U3c22Q,"""Wine Rack""","""570 Bloor Street W""",Toronto,ON,4.0,9,Food;Beer;Wine & Spirits
0Hy2VE9tqTo4QbovMz3xrQ,"""Masala Kitchen""","""1871 O'Connor Drive""",Toronto,ON,4.0,13,Restaurants;Indian
4sDkQE1qUJElauRedcLmrw,"""Goed Eten""","""188 Ossington Avenue""",Toronto,ON,3.0,20,Coffee & Tea;Food;Ice Cream & Frozen Yogurt
j28T6ZuP1mLHe3m36COOpQ,"""DaanGo Cake Lab""","""3380 Midland Ave, Unit 11""",Toronto,ON,4.0,44,Desserts;Macarons;Food;Specialty Food;Bakeries
2zd-1R3CdnaMDXTAEVa2Qg,"""Bom Apetite Churrasqueira""","""1176 The Queensway""",Toronto,ON,2.5,9,Portuguese;French;Restaurants
OlSpcJY_nXqWbdwdg4SNvA,"""Global Imperial Cuisine""","""23 Glen Watford Drive, Suite 9""",Toronto,ON,3.0,28,Asian Fusion;Chinese;Restaurants
LicRxsh4jX9NZEiO_e5R7w,"""Royal York Meat Market""","""392 Royal York Road""",Toronto,ON,4.0,5,Specialty Food;Meat Shops;Food
z1jWE9gO4ehWJESM_H7zpA,"""Icha Tea""","""235 Spadina Avenue, Unit 4""",Toronto,ON,4.5,56,Tea Rooms;Coffee & Tea;Food;Desserts
S9-8BjiC0G_58fIeezypPQ,"""Freshii""","""23 College Street""",Toronto,ON,3.0,34,Ice Cream & Frozen Yogurt;Breakfast & Brunch;Juice Bars & Smoothies;Restaurants;Food;Vegetarian
fQwB9Z98YEhkJit7c3z51A,"""The Carbon Bar""","""99 Queen Street E""",Toronto,ON,4.0,268,Restaurants;Cocktail Bars;Nightlife;Barbeque;Bars;Southern;American (Traditional);Canadian (New)
3DDTKs4J8OxkMXa1FH6_Uw,"""Sweet Creamery""","""521 Parliament Street""",Toronto,ON,3.5,7,Food;Ice Cream & Frozen Yogurt
bEVWHtBRYVwqaaNF4mWNYg,"""Coquine Restaurant""","""2075 Yonge Street""",Toronto,ON,4.0,122,French;Restaurants
FJzOM4aF4y3XcX0N6zoORA,"""Yasi's Place""","""299 Wallace Ave""",Toronto,ON,4.5,17,Diners;Restaurants;Breakfast & Brunch
H-EaRHT1tQXUl7vqYqiMgw,"""Farmacia Juice Bar""","""2096 Queen Street E""",Toronto,ON,3.5,13,Juice Bars & Smoothies;Food
MnagM9zYrvAssGpmAiFq2A,"""People's Chicken""","""744 Mt. Pleasant Rd""",Toronto,ON,2.5,3,Bars;Canadian (New);Nightlife;Restaurants
NoDhna4BsDhcl7xRPmZJzQ,"""Nama Sushi""","""750 St. Clair Avenue W""",Toronto,ON,4.0,32,Soup;Salad;Sushi Bars;Restaurants
0BeKOp6cWw4ArB04lnyBYw,"""Yummy Chinese Food Restaurant""","""1533 Queen Street W""",Toronto,ON,3.0,8,Chinese;Restaurants
g5z098T0A5t4wTJ-l7_2xw,"""Tung Hing Bakery Company""","""674 Gerrard Street E""",Toronto,ON,4.5,7,Food;Bakeries
fmgGNZyZfeCU8fug5LnpjQ,"""Il Fornello""","""2024 Queen Street E""",Toronto,ON,2.5,15,Italian;Restaurants
wo6LUARwQ5sZI-DI9XOdpw,"""Double Double Pizza & Chicken""","""2798 Dundas St W""",Toronto,ON,2.0,4,Restaurants;Pizza;Chicken Wings
0O3H5plJx-Cq2A80qFVW5w,"""LAB""","""651 College Street""",Toronto,ON,4.0,17,American (New);Italian;Restaurants;Canadian (New)
LTEVTg3qCGnlGaExZMAejw,"""No Bull Burgers""","""1019 Kingston Road""",Toronto,ON,4.0,62,Restaurants;Burgers
kQ9gVGp5R_jZwLi0-q8PZQ,"""Hey Meatball""","""912 Queen Street  E""",Toronto,ON,4.0,61,Italian;Sandwiches;Restaurants
gtfLQysuCBEAQk3wwWxwTg,"""Viva Napoli""","""679 Mt Pleasant Road""",Toronto,ON,3.5,67,Italian;Pizza;Restaurants
qCTuGaciae73u7C57s2_0Q,"""Poonam Delite""","""2658 Danforth Avenue""",Toronto,ON,3.5,19,Indian;Restaurants
QSJstyODnh3mtBMvkvvzzg,"""Tat Burger""","""1118 College Street""",Toronto,ON,3.0,14,Poutineries;Burgers;Food;Fish & Chips;Restaurants
UscHTL4dosXCsya15keQqQ,"""Spicy & Sweet""","""645 Saint Clair Avenue W""",Toronto,ON,2.5,11,Thai;Chinese;Restaurants
H6DSoGPuc-iXAwZ_DZJ0Bg,"""Ze Ze Food & Drink""","""1704 Queen Street W""",Toronto,ON,4.5,11,Restaurants;Canadian (New)
7DqKUoRBvjr6_CA5vSEPBw,"""Mimi's Caffe""","""120 Eglinton Avenue E""",Toronto,ON,4.0,4,Cafes;Restaurants
s5lxA2x_p8laP0kO-JWG8Q,"""Freshly Squeezed""","""2200 Yonge Street""",Toronto,ON,3.5,3,Food;Juice Bars & Smoothies
nNVkOU4VCJk866ixG9j95Q,"""Chopstixpress""","""2270 Keele Street""",Toronto,ON,4.0,6,Restaurants;Chinese;Soup;Fast Food;Noodles
PPubJ0Nre_VIody7aj_ALg,"""Harvest Noon""","""16 Bancroft Avenue, 2nd Floor""",Toronto,ON,4.0,9,Restaurants;Vegan
HyOH2JvzQGKKns6BSZ8lHw,"""The Vegan Duchess""","""2354 Yonge Street""",Toronto,ON,3.5,12,Live/Raw Food;Restaurants;Vegan
U1LB3sRMGTu_h7Sf9QdNoA,"""Le Neuf Caf̩""","""9 Clarence Square""",Toronto,ON,3.5,139,Coffee & Tea;French;Restaurants;Food
BZm3QkpLhO2TBNHKd0DbBQ,"""Gabby's Bar and Grill""","""192 Bloor St. W.""",Toronto,ON,2.5,64,Restaurants;Bars;American (Traditional);Beer;Wine & Spirits;Nightlife;Seafood;Food;Canadian (New)
DvXpWBz5_-hZQuvu-RnSwQ,"""The Food Shop""","""209 Augusta Avenue""",Toronto,ON,3.5,9,Specialty Food;Food;Italian;Restaurants
i_0rSAui4zaz4ydVaOZ6bQ,"""Marcello's Market & Deli""","""40 King St W""",Toronto,ON,3.5,4,Caterers;Restaurants;Delis;Event Planning & Services
k9AaulyfonmUlkmI3uMiQQ,"""Capitol Trattoria Pizzeria""","""597 College Street""",Toronto,ON,2.5,25,Restaurants;Italian;Event Planning & Services;Pizza;Caterers
8IqwuXBUd-qJA3ruLOAN5A,"""Starbucks""","""732 Queen Street W""",Toronto,ON,1.5,3,Food;Coffee & Tea
I6-vbrCv8eY-ThUn8viopA,"""Herbie's Herbs""","""556 Queen Street W""",Toronto,ON,3.0,5,Specialty Food;Food;Herbs & Spices;Health Markets
SGIngUI_qmRBDM0_3b55jg,"""Burger Shoppe""","""688 Queen Street E""",Toronto,ON,3.0,48,Burgers;Restaurants;American (Traditional)
HrdlQAVfnaUXcHuKnVh2mg,"""City Market""","""111 Peter Street""",Toronto,ON,3.5,6,Food;Specialty Food
bS1gW0hb-iyb4vr2anSGsw,"""Greek In the Village""","""471 Church Street""",Toronto,ON,3.0,13,Restaurants;Greek
c78Pat78fVUBFPXYeVvbaQ,"""Odd Seoul""","""90 Ossington Avenue""",Toronto,ON,4.0,223,Nightlife;Asian Fusion;Korean;Bars;Dive Bars;Restaurants
kMSigAcVWboEHRBzyiiScA,"""Sonic""","""60 Cecil Street""",Toronto,ON,4.0,13,Coffee & Tea;Food
e_ILiIs2pVpskfeL-zFtTw,"""Le̱a Restaurante""","""176 Yonge Street""",Toronto,ON,3.0,124,Cocktail Bars;Nightlife;Spanish;Restaurants;Bars;Latin American
CPcy22Hd2F7z0EKG66FMRA,"""The Old House""","""3 Glen Watford Drive""",Toronto,ON,3.5,24,Chinese;Restaurants;Local Services
XLc5WIzafCocqsycQhvEPw,"""Goods & Provisions""","""1124 Queen Street E""",Toronto,ON,4.0,82,Bars;Nightlife;Restaurants;Gastropubs
ai9r_wv56TPzwtrfUEPXTw,"""Maurya East Indian Roti""","""150 E Liberty Street""",Toronto,ON,3.0,25,Indian;Restaurants
mBB2MMG4fbJkdRNnQrHm0g,"""Teavana""","""1800 sheppard Avenue""",Toronto,ON,2.0,4,Coffee & Tea;Food
kQGJ5QUJ0BAIpmYYtf7Uqw,"""Upper Deck By Fran's""","""2-20 College Street""",Toronto,ON,3.0,25,Venues & Event Spaces;Nightlife;Event Planning & Services;Bars;Restaurants;American (Traditional)
X184O0qgC5MKvePbsSe-nA,"""Sushi On the Run""","""444 Yonge Street""",Toronto,ON,3.5,19,Event Planning & Services;Caterers;Sushi Bars;Restaurants
Xyaw8gVBFDdn6rp_NtLhnw,"""Neighbor Wang""","""389 Church Street""",Toronto,ON,3.0,27,Restaurants;Noodles;Chinese
k99J9BJuHeUBNOCxV6D97A,"""Noble Coffee""","""1421 Bloor Street W""",Toronto,ON,5.0,6,Food;Cafes;Coffee & Tea;Restaurants;Sandwiches
Eo4s6CmPpEcXCkfg9Zk_EA,"""Pizza Hut""","""1086 Yonge Street""",Toronto,ON,2.0,5,Chicken Wings;Italian;Restaurants;Pizza
XHt5luPZl7jYZrF56Rnp0Q,"""Halibut House""","""3003 Danforth Avenue""",Toronto,ON,3.5,5,Fish & Chips;Breakfast & Brunch;Restaurants
sETpHfJy4dmbawM5iYNTrg,"""Wild Wing""","""225 Queen St W""",Toronto,ON,1.5,28,Restaurants;Chicken Wings
cBiLO_HRusHL7D-ZepDlaQ,"""Miga""","""584 Bloor St W""",Toronto,ON,2.0,7,Restaurants;Korean
Y7wIhT6UvCukRYTTS5ErFQ,"""Le Trou Normand Restaurant""","""90 Yorkville Ave""",Toronto,ON,2.5,10,French;Restaurants
RIeKxxqlpvN7xKy9OWtIPA,"""Rose City Kitchen""","""36 Toronto Street""",Toronto,ON,2.5,22,Restaurants;Sandwiches;Middle Eastern;Mediterranean
-ltD-dHqdZ5-wjAMKYa6Ng,"""La Bella Managua""","""872 Bloor Street W""",Toronto,ON,4.5,159,Restaurants;Nicaraguan;Latin American
Mu-kq0arDvfqfh-HUr9d7Q,"""All The Best Fine Foods""","""1101 Yonge Street""",Toronto,ON,4.0,21,Bakeries;Specialty Food;Food;Cheese Shops
BniKRU3VRju7IAy5bn2RXQ,"""The Caribbean Queen of Patties""","""1294 Bloor Street W""",Toronto,ON,3.0,7,Caribbean;Restaurants;Specialty Food;Food
WRrceQnznqiBVOanZEosqA,"""A-OK Foods""","""930 Queen Street W""",Toronto,ON,3.5,27,Restaurants;Japanese;Asian Fusion
RJMblVTTzmEefL8Cge_TrQ,"""T|Bar""","""Chelsea Hotel, 33 Gerrard Street W""",Toronto,ON,3.5,10,Nightlife;Bars;Indian;Restaurants;Hotels;Hotels & Travel;Event Planning & Services
UqcCjCbN2SIiAGm9YyaNwg,"""The Shmooz""","""590 Pape Avenue""",Toronto,ON,4.5,15,Tea Rooms;Cafes;Coffee & Tea;Restaurants;Food
7qHU_Zh5qEJP3DaaBHqWBg,"""Saigon Lotus""","""6 St Andrew Street""",Toronto,ON,4.5,82,Thai;Restaurants;Vietnamese;Vegan;Vegetarian
Jky3kVXZJArfGKL5iny22g,"""Coco Bistro""","""348 Front Street W""",Toronto,ON,4.0,15,Restaurants;Breakfast & Brunch;Cafes
NdvUzwz3jAM7Hao_UPMu6g,"""Popeyes Louisiana Kitchen""","""267 College Street""",Toronto,ON,2.5,15,Fast Food;Restaurants;Chicken Wings
ithS085HZL2d6Sx3PTxFew,"""Clara's Tea""","""384 Yonge Street, Suite 16""",Toronto,ON,4.0,4,Tea Rooms;Food
kKNauD7d3HOvumRV7JIAfg,"""Knuckle Sandwich""","""969 Coxwell Avenue""",Toronto,ON,4.0,68,Poutineries;Event Planning & Services;Caterers;Restaurants;Sandwiches
YXyiUcnGRmIlT5JJ651z0Q,"""Leonidas""","""5 Coady Avenue""",Toronto,ON,4.0,4,Specialty Food;Food;Chocolatiers & Shops;Ice Cream & Frozen Yogurt
oiV0qA2M06sXkHJgKVUnpw,"""The 8th Deadly Sin""","""6 Gloucester Street""",Toronto,ON,3.5,13,Restaurants;Canadian (New)
Dj-SKw-awL_g7rHgCbCOew,"""Popeyes Louisiana Kitchen""","""523 Danforth Avenue""",Toronto,ON,1.5,9,Restaurants;Fast Food;American (Traditional)
YLeAUkFFJri_21uTkyrVFg,"""Malaysian Garam Masala""","""4900-5000 Finch Avenue E""",Toronto,ON,4.0,4,Indian;Food;Restaurants;Malaysian
eH2dLnYL-neGHWntfNrtZA,"""Watermark Restaurant & Lounge""","""249 Queen's Quay W""",Toronto,ON,3.5,23,Restaurants;Nightlife;American (Traditional);Bars
gzomja0V-gAHJckvwwwFCQ,"""Shopsy's Deli & Restaurants""","""96 Richmond Street W""",Toronto,ON,3.0,24,Event Planning & Services;Caterers;Restaurants;Delis
O1QugfyKD4G636jV43-vkw,"""Swiss Chalet Rotisserie & Grill""","""2555 Victoria Park Ave""",Toronto,ON,3.0,10,American (Traditional);Barbeque;Restaurants;Comfort Food
tzc4EeQ2ZrvByYxU9r1Gdw,"""Bibap Express""","""The Path - the Lanes""",Toronto,ON,4.0,5,Restaurants;Korean
VsuUQeZWqlUvYRqOLitGTw,"""Wicked Sammich""","""2772 Dundas Street W""",Toronto,ON,2.5,3,Restaurants;Sandwiches
Pw810UknCf7fhjNIUSrVyg,"""Anchan Thai Kitchen""","""934 King Street W""",Toronto,ON,2.0,4,Restaurants;Noodles;Thai;Soup
nHFJtud7jWZhM9dHQ1eIRA,"""Buk Chang Dong Soon Tofu""","""691 Bloor Street W""",Toronto,ON,4.0,381,Korean;Restaurants
bmDUty0odSexELXaEG4ELA,"""Gilead Cafe and Bistro""","""4 Gilead Place""",Toronto,ON,3.5,67,Specialty Food;Food;Canadian (New);Restaurants;American (New);Cafes
HQ9pQM_ue_bMLnkwoSZ80w,"""Homestyle Caribbean""","""3331 Markham Road, Suite 120""",Toronto,ON,4.0,5,Caribbean;Restaurants
wYFQMJytgwoMuan0Aa4ByA,"""Ivory Thailand""","""81 Church St""",Toronto,ON,3.5,11,Thai;Restaurants
YjXz30NYKCPDEup5Rlpl_A,"""Fresh Ginger Vietnamese Cuisine""","""32 Eglinton Avenue W""",Toronto,ON,3.0,14,Restaurants;Vietnamese
JMq8vAXtgqPKkjIGJfg2Pg,"""Sushi Queen Izakaya""","""655 Bay Street""",Toronto,ON,3.0,72,Restaurants;Sushi Bars
Ae4ABFarGMaI5lk1i98A0w,"""Himalayan Kitchen""","""1526 Queen Street W""",Toronto,ON,4.5,47,Restaurants;Indian;Himalayan/Nepalese
CDkYh0Xq-RTfHAw7e_l-sA,"""Captain Cookes Fish and Chips""","""219 Parliament Street""",Toronto,ON,4.0,5,Seafood;Restaurants
RaVI3l5uEbH5dD2bJJzObw,"""South St. Burger""","""360 Bay Street, Unit A""",Toronto,ON,3.5,23,Restaurants;Burgers;Fast Food
GMrFxo9zw2xoTfPV-jQlYg,"""Umami Sushi""","""3459 Bathurst Street""",Toronto,ON,4.5,6,Restaurants;Japanese;Kosher;Sushi Bars
j0aiaJkrU-5VgbCsdx-txg,"""Chris Jerk Caribbean Bistro""","""2570 Birchmount Road""",Toronto,ON,4.5,217,Caribbean;Middle Eastern;Restaurants
LRG2U-tPfwnbBRQUYZfcjA,"""Sully's Sandwich Kitchen""","""821 Gerrard Street E""",Toronto,ON,4.5,16,Restaurants;Sandwiches
i346KkU_VBIiGp7ifMTTlw,"""Domino's Pizza""","""1906 Jane Street""",Toronto,ON,1.5,3,Restaurants;Pizza
c93AzlUc_j0C-lkWBG92Sw,"""Sushi Shop""","""65 Front St W""",Toronto,ON,4.5,12,Japanese;Restaurants
